,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
1714,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,11330,2013-01-30,3,80.14,0.0,0.0,158,Established,Pharmaceutical
1717,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,11395,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1731,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,11735,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1739,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,12524,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1750,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,13039,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1756,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,14640,2013-01-30,1,26.71,0.0,0.0,158,Established,Pharmaceutical
1759,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,15202,2013-01-30,4,106.86,0.0,0.0,158,Established,Pharmaceutical
1763,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,16589,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1769,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,16820,2013-01-23,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1770,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,16820,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1779,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,17130,2013-01-23,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1792,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,17177,2013-01-16,4,106.86,0.0,0.0,158,Established,Pharmaceutical
1793,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,17177,2013-01-30,1,26.71,0.0,0.0,158,Established,Pharmaceutical
1825,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,25851,2013-01-30,1,26.71,0.0,0.0,158,Established,Pharmaceutical
1831,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,27297,2013-01-30,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1850,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,35663,2013-01-30,1,26.71,0.0,0.0,158,Established,Pharmaceutical
1855,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,35673,2013-01-23,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1861,1173,5,455,1064,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,9.0,37054,2013-01-23,2,53.43,0.0,0.0,158,Established,Pharmaceutical
1950,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,27595,2013-05-23,2,213.72,-56.28,0.0,939,Established,Grocery
1951,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,27595,2013-06-21,1,106.86,-28.14,0.0,939,Established,Grocery
1955,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,36817,2013-05-23,1,71.24,-70.88,0.0,1105,Established,Grocery
1956,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,16371,2013-05-23,1,71.24,-70.88,0.0,1105,Established,Grocery
1957,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,12071,2013-05-23,1,71.24,-70.88,0.0,1105,Established,Grocery
1958,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,12957,2013-05-23,1,71.24,-70.88,0.0,1105,Established,Grocery
1963,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,24507,2013-05-23,1,45.95,0.0,0.0,56,Local,Grocery
1981,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,12952,2013-05-23,1,63.76,0.0,0.0,56,Local,Grocery
1985,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,69175,2013-06-21,1,89.05,-35.26,0.0,1636,Established,Grocery
1987,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,63203,2013-05-23,1,71.24,-70.88,0.0,1636,Established,Grocery
1988,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,9778,2013-05-23,1,71.24,-53.07,0.0,1636,Established,Grocery
1991,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,56704,2013-05-23,2,142.48,-106.15,0.0,1636,Established,Grocery
1993,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,14958,2013-05-23,1,71.24,-53.07,0.0,1636,Established,Grocery
1994,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,14958,2013-06-21,2,178.1,-70.53,0.0,1636,Established,Grocery
1995,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,56921,2013-05-23,1,71.24,-70.88,0.0,1636,Established,Grocery
2000,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,69236,2013-06-21,1,106.86,-10.33,0.0,133,Established,Grocery
2009,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,13476,2013-06-21,2,142.48,-84.78,0.0,133,Established,Grocery
2010,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,34656,2013-06-21,1,71.24,-42.39,0.0,133,Established,Grocery
2011,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,14045,2013-06-21,1,71.24,-42.39,0.0,133,Established,Grocery
2012,1245,13,22,1295,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,10583,2013-06-21,1,71.24,-42.39,0.0,133,Established,Grocery
2023,1311,12,107,554,0,Y,2013-04-22,2013-05-24,,,,,,,21197,2013-04-24,1,28.14,-6.77,0.0,56,Local,Grocery
2024,1311,12,107,554,0,Y,2013-04-22,2013-05-24,,,,,,,21197,2013-04-29,1,28.14,-6.77,0.0,56,Local,Grocery
2025,1311,12,107,554,0,Y,2013-04-22,2013-05-24,,,,,,,21197,2013-05-09,1,28.14,-6.77,0.0,56,Local,Grocery
2026,1311,12,107,554,0,Y,2013-04-22,2013-05-24,,,,,,,21197,2013-05-24,1,28.14,-6.77,0.0,56,Local,Grocery
2040,1341,13,685,1158,0,X,2013-05-19,2013-07-05,,,,,,,58267,2013-05-26,1,213.36,-106.86,0.0,686,Established,Grocery
2067,1451,13,754,1319,1,X,2013-05-19,2013-07-05,46-55,Single,0.0,1,,7.0,10536,2013-05-24,1,177.74,-14.25,-35.62,864,Established,Grocery
2068,1451,13,754,1319,1,X,2013-05-19,2013-07-05,46-55,Single,0.0,1,,7.0,10536,2013-05-24,1,177.74,-14.25,-35.62,864,Established,Grocery
2093,1478,8,8,1085,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,67576,2013-04-03,1,97.6,-8.9,0.0,56,Local,Packaged Meat
2117,1478,8,8,1085,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,7112,2013-02-22,1,92.26,0.0,0.0,989,Established,Packaged Meat
2118,1478,8,8,1085,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,7112,2013-04-05,1,92.26,0.0,0.0,989,Established,Packaged Meat
2119,1478,8,8,1085,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,71720,2013-03-22,1,106.5,0.0,0.0,989,Established,Packaged Meat
2121,1478,8,8,1085,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,22647,2013-04-01,3,552.82,0.0,0.0,3672,Established,Meat
2128,1532,8,65,186,0,X,2013-02-16,2013-04-05,26-35,,0.0,2,,4.0,23264,2013-04-02,1,100.09,-8.9,0.0,56,Local,Grocery
2134,1578,13,468,324,0,X,2013-05-19,2013-07-05,,,,,,,10179,2013-06-14,1,142.12,0.0,0.0,172,Established,Grocery
2139,1596,30,360,58,0,X,2012-11-19,2013-01-04,26-35,,0.0,1,,4.0,14638,2012-12-19,1,28.14,-14.25,0.0,56,Local,Grocery
2146,1641,8,674,1582,1,X,2013-02-16,2013-04-05,,,,,,,56886,2013-03-25,1,89.05,-31.7,-35.62,681,Established,Grocery
2147,1641,8,674,1582,1,X,2013-02-16,2013-04-05,,,,,,,56886,2013-03-25,1,89.05,-31.7,-35.62,681,Established,Grocery
2155,1669,8,75,1418,0,X,2013-02-16,2013-04-05,,,,,,,36116,2013-02-25,2,106.86,-16.39,0.0,56,Local,Grocery
2156,1694,13,578,541,0,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,10.0,29826,2013-06-15,2,127.52,-21.37,0.0,412,Established,Grocery
2163,1699,13,24,860,0,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,1.0,12220,2013-06-11,1,142.12,0.0,0.0,2011,Established,Packaged Meat
2170,49782,13,625,490,1,X,2013-05-19,2013-07-05,36-45,,0.0,1,,5.0,15509,2013-06-13,1,71.24,-31.7,-35.62,524,Established,Grocery
2171,49782,13,625,490,1,X,2013-05-19,2013-07-05,36-45,,0.0,1,,5.0,15509,2013-06-13,1,71.24,-31.7,-35.62,524,Established,Grocery
2173,49782,13,625,490,1,X,2013-05-19,2013-07-05,36-45,,0.0,1,,5.0,6121,2013-06-13,1,71.24,-31.7,0.0,524,Established,Grocery
2183,1733,13,157,627,0,X,2013-05-19,2013-07-05,46-55,,0.0,4,2,4.0,14497,2013-05-29,1,67.32,-17.81,0.0,56,Local,Grocery
2184,1733,13,157,627,0,X,2013-05-19,2013-07-05,46-55,,0.0,4,2,4.0,14497,2013-06-06,1,85.13,0.0,0.0,56,Local,Grocery
2185,1733,13,157,627,0,X,2013-05-19,2013-07-05,46-55,,0.0,4,2,4.0,14497,2013-06-12,1,85.13,0.0,0.0,56,Local,Grocery
2186,1733,13,157,627,0,X,2013-05-19,2013-07-05,46-55,,0.0,4,2,4.0,14497,2013-06-18,1,70.88,-14.25,0.0,56,Local,Grocery
2187,1733,13,157,627,0,X,2013-05-19,2013-07-05,46-55,,0.0,4,2,4.0,14497,2013-06-27,1,70.88,-14.25,0.0,56,Local,Grocery
2188,1773,9,19,1398,0,Y,2013-03-11,2013-04-12,36-45,Single,0.0,1,,2.0,9253,2013-04-08,2,34.91,0.0,0.0,56,Local,"Dairy, Juices & Snacks"
2204,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,14094,2013-03-14,1,59.49,-14.96,0.0,412,Established,Grocery
2205,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,14094,2013-04-05,1,63.76,-10.69,0.0,412,Established,Grocery
2214,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,29826,2013-03-14,1,59.49,-14.96,0.0,412,Established,Grocery
2241,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,48688,2013-04-10,1,63.76,-17.81,0.0,412,Established,Grocery
2243,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,69169,2013-03-14,1,59.13,-54.5,-35.62,412,Established,Grocery
2244,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,69169,2013-03-14,1,59.13,-54.5,-35.62,412,Established,Grocery
2245,1798,9,578,63,1,Y,2013-03-11,2013-04-12,,,,,,,69210,2013-04-05,1,89.05,-24.58,0.0,412,Established,Grocery
2247,1823,8,276,271,0,X,2013-02-16,2013-04-05,36-45,,0.0,3,1,4.0,8254,2013-04-03,1,95.82,-21.37,0.0,4408,Established,Pharmaceutical
2248,1824,13,586,620,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,3,1,4.0,15633,2013-05-25,1,53.07,0.0,0.0,461,Established,Grocery
2249,1824,13,586,620,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,3,1,4.0,15633,2013-06-12,1,53.07,0.0,0.0,461,Established,Grocery
2260,1853,5,689,1332,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,2,,8.0,29543,2013-01-29,1,569.56,0.0,0.0,686,Established,Pharmaceutical
2265,1861,26,569,15,1,X,2012-08-12,2012-09-21,46-55,Married,0.0,2,,6.0,36688,2012-08-31,2,205.88,-49.87,-35.62,387,Established,Grocery
2266,1861,26,569,15,1,X,2012-08-12,2012-09-21,46-55,Married,0.0,2,,6.0,36688,2012-08-31,2,205.88,-49.87,-35.62,387,Established,Grocery
2275,1881,13,143,239,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,26735,2013-06-30,1,35.62,-1.78,0.0,56,Local,Grocery
2284,1881,13,143,239,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,36577,2013-06-13,1,35.62,-1.78,0.0,56,Local,Grocery
2323,1967,30,423,1520,0,X,2012-11-19,2013-01-04,26-35,Married,0.0,3,1,8.0,45308,2012-12-05,1,142.12,0.0,0.0,105,Established,Grocery
2341,1987,9,788,1460,0,Y,2013-03-11,2013-04-12,46-55,Married,0.0,2,,12.0,30818,2013-04-04,4,178.1,-76.94,0.0,946,Established,Grocery
2351,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,59112,2013-06-09,1,133.22,0.0,-26.71,644,Established,Pharmaceutical
2352,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,59112,2013-06-09,1,133.22,0.0,-26.71,644,Established,Pharmaceutical
2361,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,18865,2013-06-18,1,142.12,0.0,0.0,644,Established,Pharmaceutical
2362,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,31098,2013-07-02,3,106.86,-41.68,0.0,644,Established,Pharmaceutical
2364,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,65829,2013-06-09,1,106.5,-35.62,0.0,1496,Established,Pharmaceutical
2366,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,35274,2013-06-09,1,70.88,0.0,0.0,673,Established,Pharmaceutical
2367,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,65702,2013-06-18,1,170.62,-113.98,0.0,4359,Established,Skin & Hair Care
2374,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,28672,2013-06-09,1,159.93,0.0,0.0,4412,Established,Pharmaceutical
2377,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,6051,2013-07-02,1,35.62,-13.89,0.0,644,Established,Pharmaceutical
2380,2006,13,23,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,70947,2013-06-18,1,89.05,-17.45,0.0,1969,Established,Pharmaceutical
2396,2042,9,578,755,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,5.0,18634,2013-03-19,1,89.05,-24.58,0.0,412,Established,Grocery
2400,2042,9,578,755,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,5.0,20086,2013-03-19,1,89.05,-24.58,0.0,412,Established,Grocery
2406,2042,9,578,755,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,5.0,25268,2013-03-19,1,89.05,-24.58,0.0,412,Established,Grocery
2410,2042,9,578,755,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,5.0,33836,2013-03-19,1,89.05,-24.58,0.0,412,Established,Grocery
2469,2093,26,468,626,1,X,2012-08-12,2012-09-21,36-45,Single,0.0,2,1,4.0,5389,2012-08-25,1,110.07,0.0,-35.62,172,Established,Grocery
2470,2093,26,468,626,1,X,2012-08-12,2012-09-21,36-45,Single,0.0,2,1,4.0,5389,2012-08-25,1,110.07,0.0,-35.62,172,Established,Grocery
2531,2141,13,23,649,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,4,2,2.0,15788,2013-06-19,1,113.63,0.0,0.0,1162,Established,Pharmaceutical
2534,2159,30,376,1174,0,X,2012-11-19,2013-01-04,,,,,,,35791,2012-12-07,1,59.49,-29.21,0.0,56,Local,Grocery
2559,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41637,2013-06-25,1,23.87,-4.27,0.0,1,Established,Natural Products
2560,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41637,2013-07-02,2,56.28,0.0,0.0,1,Established,Natural Products
2585,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,42103,2013-07-02,2,47.73,0.0,0.0,1,Established,Natural Products
2595,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,42789,2013-05-26,1,60.2,0.0,0.0,1,Established,Natural Products
2596,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,42789,2013-06-18,1,60.2,0.0,0.0,1,Established,Natural Products
2597,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,42789,2013-07-02,1,60.2,0.0,0.0,1,Established,Natural Products
2602,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41650,2013-05-26,1,90.83,0.0,0.0,1,Established,Natural Products
2613,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41273,2013-07-02,1,116.83,-21.37,0.0,1,Established,Natural Products
2614,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41519,2013-06-25,1,154.59,0.0,0.0,1,Established,Natural Products
2675,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,46928,2013-05-26,1,106.5,0.0,0.0,56,Local,Natural Products
2676,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,46928,2013-06-02,1,106.5,0.0,0.0,56,Local,Natural Products
2677,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,46928,2013-06-13,1,106.5,0.0,0.0,56,Local,Natural Products
2678,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,46928,2013-06-18,2,213.01,0.0,0.0,56,Local,Natural Products
2679,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,46928,2013-07-02,1,142.12,0.0,0.0,56,Local,Natural Products
2684,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,47787,2013-06-02,2,47.73,0.0,0.0,56,Local,Bakery
2694,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41516,2013-06-02,1,177.74,0.0,0.0,1415,Established,Natural Products
2710,2177,13,20,1492,0,X,2013-05-19,2013-07-05,46-55,Married,1.0,2,,3.0,41710,2013-06-02,2,56.28,0.0,0.0,4454,Established,Natural Products
2723,2195,8,509,706,0,X,2013-02-16,2013-04-05,,,,,,,13050,2013-04-03,9,320.58,-317.37,0.0,240,Established,Grocery
2742,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,24648,2013-04-05,1,99.38,0.0,0.0,172,Established,Grocery
2743,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,8043,2013-02-26,1,59.49,-39.89,0.0,172,Established,Grocery
2744,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,8587,2013-02-22,1,59.49,-39.89,0.0,172,Established,Grocery
2745,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,8587,2013-02-26,1,59.49,-39.89,0.0,172,Established,Grocery
2746,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,55958,2013-04-05,1,99.38,0.0,-35.62,172,Established,Grocery
2747,2270,8,465,1085,1,X,2013-02-16,2013-04-05,46-55,,0.0,1,,4.0,55958,2013-04-05,1,99.38,0.0,-35.62,172,Established,Grocery
2748,2279,29,643,484,0,Y,2012-10-08,2012-11-30,,,,,,,30652,2012-10-25,1,81.57,0.0,0.0,611,Established,Grocery
2749,2279,29,643,484,0,Y,2012-10-08,2012-11-30,,,,,,,30652,2012-11-08,1,81.57,0.0,0.0,611,Established,Grocery
2767,2286,13,512,162,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,12872,2013-06-17,1,197.33,0.0,-19.59,244,Established,Grocery
2768,2286,13,512,162,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,12872,2013-06-17,1,197.33,0.0,-19.59,244,Established,Grocery
2790,2312,26,898,675,0,X,2012-08-12,2012-09-21,,,,,,,31079,2012-09-12,2,53.43,-38.47,0.0,1124,Established,Grocery
2809,2391,29,416,876,0,Y,2012-10-08,2012-11-30,36-45,Single,0.0,1,,9.0,53524,2012-10-25,1,163.5,0.0,0.0,89,Established,Grocery
2815,2413,13,786,514,0,X,2013-05-19,2013-07-05,26-35,,0.0,2,,6.0,56129,2013-05-22,1,106.5,0.0,0.0,946,Established,Grocery
2826,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,27595,2013-06-03,2,213.72,-56.28,0.0,939,Established,Grocery
2827,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,13532,2013-06-03,1,106.86,-28.14,0.0,939,Established,Grocery
2832,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,35214,2013-05-24,1,89.05,-53.07,0.0,56,Local,Grocery
2835,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,9392,2013-06-19,1,89.05,-53.07,0.0,56,Local,Grocery
2836,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,36859,2013-06-03,1,59.13,-21.02,0.0,967,Established,Grocery
2837,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,21557,2013-06-03,1,59.49,-20.66,0.0,967,Established,Grocery
2838,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,30221,2013-06-03,1,59.13,-21.02,0.0,967,Established,Grocery
2839,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,32665,2013-06-03,1,59.49,-20.66,0.0,967,Established,Grocery
2840,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,68279,2013-06-03,1,59.49,-20.66,0.0,967,Established,Grocery
2841,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,68177,2013-06-03,1,59.49,-20.66,0.0,967,Established,Grocery
2851,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,9900,2013-06-03,1,71.24,-35.26,0.0,56,Local,Grocery
2858,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,18084,2013-06-03,1,106.86,-35.26,0.0,1996,Established,Grocery
2860,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,6056,2013-06-03,1,71.24,-17.45,0.0,1996,Established,Grocery
2866,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,32034,2013-06-03,1,37.4,0.0,0.0,56,Local,Grocery
2867,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,32034,2013-06-21,1,37.4,0.0,0.0,56,Local,Grocery
2871,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,66729,2013-06-24,1,80.14,-49.87,0.0,1558,Established,Grocery
2872,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,66729,2013-07-03,1,80.14,-49.87,0.0,1558,Established,Grocery
2874,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,23692,2013-05-27,1,21.02,-24.93,0.0,56,Local,Grocery
2875,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,9790,2013-06-03,1,118.97,-65.9,0.0,56,Local,Grocery
2877,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,31484,2013-05-24,3,267.15,-308.83,0.0,1587,Established,Grocery
2879,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,19363,2013-06-21,1,59.49,-4.27,0.0,56,Local,Grocery
2883,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,20011,2013-05-23,1,89.05,-102.94,0.0,1587,Established,Grocery
2884,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,20011,2013-06-19,1,115.05,-76.94,0.0,1587,Established,Grocery
2885,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,12425,2013-06-03,1,177.74,-10.69,0.0,4674,Established,Grocery
2886,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,26616,2013-06-19,2,62.69,-8.55,0.0,4817,Established,Grocery
2896,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,9174,2013-06-21,1,18.52,0.0,0.0,544,Established,Grocery
2908,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,51241,2013-06-09,1,177.74,-35.62,0.0,544,Established,Grocery
2909,2438,13,22,194,0,X,2013-05-19,2013-07-05,,,,,,,72177,2013-06-09,1,177.74,-35.62,0.0,544,Established,Grocery
2914,2460,9,105,865,0,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,7.0,17451,2013-04-03,1,53.43,-13.89,0.0,56,Local,Grocery
2920,2482,30,359,231,0,X,2012-11-19,2013-01-04,46-55,,0.0,1,,5.0,19106,2012-11-22,1,41.32,-4.63,0.0,56,Local,Grocery
2921,2482,30,359,231,0,X,2012-11-19,2013-01-04,46-55,,0.0,1,,5.0,19106,2012-12-01,2,84.78,-7.12,0.0,56,Local,Grocery
2941,2523,13,24,1216,0,X,2013-05-19,2013-07-05,26-35,,0.0,4,2,8.0,32837,2013-06-14,1,89.05,-17.45,0.0,79,Established,Packaged Meat
2957,2523,13,24,1216,0,X,2013-05-19,2013-07-05,26-35,,0.0,4,2,8.0,15027,2013-06-11,1,71.24,-21.02,0.0,1000,Established,Packaged Meat
2977,2523,13,24,1216,0,X,2013-05-19,2013-07-05,26-35,,0.0,4,2,8.0,49660,2013-05-23,1,88.69,0.0,0.0,1601,Established,Meat
3006,2592,13,21,1558,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,25191,2013-06-11,1,35.62,-28.14,0.0,1953,Established,Grocery
3007,2592,13,21,1558,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,11812,2013-06-11,1,35.62,-28.14,0.0,1953,Established,Grocery
3013,2592,13,21,1558,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,9997,2013-06-06,1,71.24,-13.54,0.0,56,Local,Grocery
3026,2592,13,21,1558,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,3,1,6.0,4542,2013-05-20,1,44.52,-22.8,0.0,56,Local,Grocery
